RMSE,MAE,MAPE,MASE,model,variant,window,cutoff,item_id,n
203.52262802758287,161.19560917811395,2.9503694889746965,0.10876043113855766,timesfm,xreg_static,5,-63,cabbage_net8kg_high,3
1114.2015302552284,940.3017467021064,66.42243823363158,0.9202417998069224,timesfm,xreg_static,5,-63,cabbage_net8kg_low,3
942.1254373852726,714.7107416432904,26.846235565229932,0.5384817099439569,timesfm,xreg_static,5,-63,cabbage_net8kg_mid,3
258.84023456163305,214.95584231303292,2.284502441014946,0.13371348209434747,timesfm,xreg_static,5,-63,cabbage_net8kg_premium,3
4659.948394975872,4061.395120705067,13.66959061606288,0.897365372155723,timesfm,xreg_static,5,-63,carrot_box20kg_high,3
2295.5583852120103,1605.9367880141606,8.918638329897368,0.4443762599353051,timesfm,xreg_static,5,-63,carrot_box20kg_low,3
6162.532647020772,5462.491911441536,22.76248694380708,1.2947619009998739,timesfm,xreg_static,5,-63,carrot_box20kg_mid,3
6339.560071318858,4422.875697412309,24.896489604073537,1.1704278374761208,timesfm,xreg_static,5,-63,crown_daisy_box4kg_high,3
5291.676937476194,3606.957084270051,28.78407047768885,1.2606445477844583,timesfm,xreg_static,5,-63,crown_daisy_box4kg_low,3
5515.591613997967,3845.8843873215123,26.404151608331766,1.1108152295801823,timesfm,xreg_static,5,-63,crown_daisy_box4kg_mid,3
11994.740246831285,10471.219842072183,12.27917632200395,0.8295260033160947,timesfm,xreg_static,5,-63,cucumber_bdadagi_ea100_high,3
5041.810698360249,4286.0665013732205,11.187349040379575,0.5991474426274505,timesfm,xreg_static,5,-63,cucumber_bdadagi_ea100_low,3
10096.628162161469,8649.270750969941,14.85647205135251,0.8568341823099852,timesfm,xreg_static,5,-63,cucumber_bdadagi_ea100_mid,3
